Transaction_ID,Date,Time,Merchant_ID,Customer_ID,Device_ID,Transaction_Type,Payment_Gateway,Transaction_City,Transaction_State,IP_Address,Transaction_Status,Device_OS,Transaction_Frequency,Merchant_Category,Transaction_Channel,Transaction_Amount_Deviation,Days_Since_Last_Transaction,amount,fraud
T00003551,23/06/23,1:25:53 AM,5c63c884-16a3-48f7-a444-c2edd380a306,d3d99d49-d968-4d4a-a49f-770ee4fcf655,cc2ba0ee-a0a9-468d-bcb0-1b7fa9595560,Purchase,SamplePay,Madhyamgram,Odisha,219.38.167.69,Failed,Android,2,Investment,Mobile,83.14,24,43.86,0
T00034532,12/07/23,2:51:31 AM,c54bf108-583d-4166-bf0d-e7d426bd9b22,e2173f20-e5b3-4418-af1d-f52304a09405,959f3c94-75f0-495e-a292-d5b1658fc5ac,Subscription,Alpha Bank,Rourkela,Kerala,31.154.133.117,Completed,Windows,2,Financial services and Taxes,Online,-6.97,28,26.14,0
T00044810,17/03/24,8:45:49 AM,5349108f-2cbd-4c17-b2e7-dba3c32f6cc5,472b41bc-2876-49bc-8e41-940a19eb8afc,619da67d-5f84-480c-b5c9-242eb9ac1a79,Subscription,Gamma Bank,Gandhinagar,Maharashtra,51.122.246.41,Completed,Android,1,Financial services and Taxes,Online,36.04,17,49.87,0
T00017168,20/07/23,4:50:45 AM,92e29357-3439-483d-9b66-cd3fb0e1b2d4,b84066ce-4917-469e-afb1-38ee9895d1cb,89b80f07-a77b-468b-8b05-2278ea5016ad,Bill Payment,Sigma Bank,Bardhaman,Mizoram,177.93.228.55,Pending,MacOS,3,Other,Mobile,31.32,12,2.35,0
T00028966,21/12/23,12:58:55 PM,1a40f20d-b2f9-424a-ad0a-650587bd72aa,b7d5f302-3054-4748-8ea2-284ef0cf6e88,149bf22c-a8f8-4740-a453-80392845b7bf,Other,UPI Pay,Bhusawal,Punjab,5.89.33.43,Failed,iOS,2,Brand Vouchers and OTT,Online,75.19,14,47.3,0
T00002786,01/02/24,8:04:08 AM,af5be9c2-2a2b-4dc0-a627-da14a1c82da7,847b97a9-b970-4349-8fad-71a8b28c42bd,99e69766-8980-4188-a323-44e0db9f0941,Refund,Gamma Bank,Chittoor,Bihar,134.60.249.52,Failed,iOS,2,Utilities,In-store,-61.19,11,46.25,0
T00016516,16/06/23,10:27:00 AM,2462357c-7d05-4dfd-80e9-1ec9c35c1e8e,57f0dfb4-03a3-470e-a488-938e22b56aa8,b84fbec7-7e8e-466c-90cf-4dfcfe23ad08,Purchase,UPI Pay,Nellore,Nagaland,188.116.179.166,Pending,Windows,5,Home delivery,Mobile,-85.38,2,24.69,0
T00013887,01/08/23,2:36:26 AM,9fbf2031-3096-40ba-911c-1b287cfebf35,fbf7f806-e9d2-48d9-913f-6d118fe2aafb,8ab99e64-61ca-4a57-a301-1cfb455f2cdb,Subscription,SamplePay,Jorhat,Odisha,75.130.159.201,Completed,Windows,1,Donations and Devotion,In-store,46.45,2,14.97,0
T00022442,12/12/23,1:32:12 AM,be27bdea-add8-491f-b613-afd4c36c1afc,3fdabef1-5a1f-492a-ad4c-9f4ce72279b9,9f1c3c63-8c0c-4e0a-abfd-24a665819dd7,Subscription,UPI Pay,Jalgaon,Sikkim,83.212.95.243,Completed,iOS,0,Other,Online,-92.17,16,6.81,0
T00049119,29/01/24,7:33:55 AM,0049fe60-dad4-42e4-aaad-b7123bf1eeb9,de4dee78-9128-433d-a0c7-44fcece422de,0a05dc61-f828-4ff7-a53c-56c9ecba855d,Refund,Bank of Data,Mirzapur,Rajasthan,68.108.243.224,Pending,Android,1,More Services,Online,-54.49,28,20.84,0
T00008460,09/07/23,12:49:35 PM,1f368e72-4c9e-418e-90b3-2e9098553813,bce34c20-a41c-40bd-960b-8d553f571449,edcfaa36-fb83-4300-943d-100d210f46cd,Refund,Sigma Bank,Amaravati,Andhra Pradesh,202.234.210.164,Completed,MacOS,2,Brand Vouchers and OTT,Online,53.33,4,25.24,0
T00005937,28/11/23,4:49:50 AM,cbf452e8-dca9-494b-a284-cb0cacca3487,db999511-e2a3-4cc6-889a-97044341a818,4e1ea01d-908f-4849-841e-b66bcbcfa6f2,Bank Transfer,Dummy Bank,Rohtak,Arunachal Pradesh,157.97.55.172,Failed,iOS,4,Travel bookings,Online,16.11,13,17.59,0
T00021550,23/06/23,2:07:10 AM,cf6f3fc3-bafd-4530-8cdc-bda86659aeda,f845a377-07d5-44d9-afc9-a941d7e67d92,8df9e463-1b83-424b-b2d8-285cc90448dc,Investment,CReditPAY,Chandrapur,Karnataka,142.77.124.222,Pending,Android,4,Purchases,In-store,-82.02,20,51.18,0
T00004926,17/11/23,3:22:25 AM,5361f363-35e7-418a-b6d7-952726c8e249,6ce9c68d-730c-4a01-9401-c032ce603cfd,4d94c127-ffab-4ad0-b5b8-8cf767b0884a,Other,CReditPAY,Bidhannagar,Odisha,142.101.113.196,Pending,MacOS,20,Investment,Online,90.07,2,23.5,0
T00039212,05/01/24,6:23:50 AM,22313369-f413-4e8d-800c-0d107b3e682f,a230a5ab-638f-481b-a69a-a267f2cc6b7a,244b4ab6-1ed0-42c4-9b70-a48248a5dc08,Refund,UPI Pay,Dharmavaram,Meghalaya,164.29.146.225,Failed,iOS,3,Brand Vouchers and OTT,Mobile,51.78,1,27.88,0
T00043563,16/05/23,5:48:37 AM,1706df96-bf79-4c3c-9f64-e9dbee5515fb,6a5c51d5-0c44-4f9f-b794-f820b9063286,87800a83-bae9-428b-9ad5-b40c37812a49,Purchase,Sigma Bank,Shahjahanpur,Assam,136.126.138.5,Completed,MacOS,1,Financial services and Taxes,Online,41.82,25,84.02,0
T00011590,31/10/23,10:21:11 AM,81e0c340-7b43-4030-8080-02addb84f634,6c0e956f-b528-48cc-800b-49a320a6fc43,25dc18f3-393e-4f8f-8c91-ff8ce0f70615,Bank Transfer,UPI Pay,Sirsa,Punjab,58.74.216.162,Pending,MacOS,0,Donations and Devotion,Online,59.55,7,3.95,0
T00037273,06/01/24,6:49:17 AM,0ce10f1e-2c10-4d7b-8d37-01d8b6f7d4ae,db04c5c7-d6bc-4a05-a670-1d67ecf06609,9b2bf30f-551e-4fd5-97a1-41c9a754a973,Purchase,SamplePay,Jammu,Assam,135.187.241.215,Completed,iOS,3,Home delivery,In-store,88.98,13,28.51,0
T00033808,15/08/23,1:42:46 AM,fa6bd674-9d9a-474a-8bc3-fc06fad9405e,cc930d34-0b97-4953-8570-d2d3c289dfae,c47bcaf0-319e-4b78-bd56-f1fc5503cb66,Purchase,Bank of Data,Phusro,Himachal Pradesh,174.162.245.251,Completed,MacOS,3,Donations and Devotion,Online,99.45,10,25.92,0
T00022873,14/10/23,3:07:26 AM,559a74cc-c667-44ba-be68-f17975e4fc26,5d82507f-67e4-4a09-981c-536f38898f56,e1406159-9104-4e40-ba9a-489e9f5b9399,Subscription,Sigma Bank,Noida,Uttarakhand,197.217.130.27,Completed,Windows,1,Utilities,In-store,84.99,3,18.38,0
T00049366,11/01/24,2:23:02 AM,225a7de3-edf0-4fdc-9199-a6f96ec6b361,78bd133b-94e2-4da4-8290-6a43aaecd690,6e991944-027c-48e6-800a-fe49bd8ee3cd,Subscription,Bank of Data,Navi Mumbai,Meghalaya,89.148.43.139,Pending,Android,2,Brand Vouchers and OTT,Mobile,-4.61,18,19.76,0
T00017320,16/11/23,1:57:51 AM,2f8b84dd-c507-4f1b-8461-b238d1c40010,518809db-e307-4a74-ae9e-949fd44eef5e,52372238-4069-420d-a01c-6ed2467dbefd,Investment,Sigma Bank,Ludhiana,Assam,55.109.143.188,Completed,MacOS,1,Travel bookings,Mobile,29.69,23,50.61,0
T00013885,04/07/23,6:54:05 AM,9366b884-fbd4-4808-9e24-4e8f3de8cfe8,ee07b51b-99b6-4008-99fc-0d1ec7dff0e7,102b997f-e3b4-4870-92f8-d1a3557770e8,Purchase,Sigma Bank,Jabalpur,Chhattisgarh,24.230.126.4,Completed,iOS,1,Home delivery,Mobile,-26.07,26,36.04,0
T00014140,30/08/23,2:13:29 AM,f01d575b-e08a-4755-9dd7-b933806ca222,19a6b515-ab74-4f17-987d-084675b33829,3af622ec-1194-43cf-8e07-5d18d081f253,Purchase,Bank of Data,Bahraich,Gujarat,126.90.155.68,Failed,iOS,2,Home delivery,In-store,82.73,25,74.33,0
T00046917,13/05/23,3:36:31 AM,2d05fb10-d544-4e76-9299-b3620687d6a5,40182521-351f-4514-9eb7-803a60d72576,ea01c146-00d8-4b18-a27b-c3511a72bdbc,Bill Payment,Dummy Bank,Karnal,Kerala,39.174.218.13,Failed,Android,0,Travel bookings,In-store,-26.21,18,43.81,0
T00005233,04/02/24,4:10:33 AM,69a7e344-42c4-423a-8fd3-9e30270c7b05,eea9bb97-645d-4a27-80f3-9be08b94e210,daf44166-a7a6-4c72-9abc-2bc4403a9e96,Other,CReditPAY,Gandhidham,Himachal Pradesh,70.208.157.220,Failed,MacOS,2,Donations and Devotion,In-store,80.6,6,13.3,0
T00026435,30/09/23,11:52:25 AM,9030f879-1d65-40e0-bf4f-97837cbeb6dd,66e74a71-5b26-4626-8a9e-abc64177ab85,1fd7f077-d45b-4e76-949f-48a230b95a5a,Refund,Gamma Bank,Jorhat,Gujarat,144.241.132.229,Completed,Windows,3,Donations and Devotion,Mobile,-6.65,28,40.75,0
T00006654,05/04/24,12:17:01 PM,adcdac7f-5288-4791-890c-5c33d5527007,d39849d0-28a9-41ca-9156-b540bd812c43,4c5e8ee7-ec4c-4055-ad26-e7a862b5fd4d,Subscription,Other,Hubli–Dharwad,Kerala,143.178.7.127,Failed,iOS,4,More Services,Mobile,-58.41,11,5.45,0
T00027808,14/09/23,4:21:41 AM,281179b6-c81f-4624-b01f-4df1bf2e5522,abf4a847-3bc9-4ab1-9ebc-54b48cc60386,186766a2-52c1-4f85-9af6-50491fe45940,Other,UPI Pay,Kalyan-Dombivli,Bihar,170.145.69.30,Pending,Windows,2,Donations and Devotion,In-store,68.63,29,9.59,0
T00038413,09/10/23,4:36:23 AM,f8646280-51e6-4788-8848-ef2e34c9d9b2,9e4dbf6b-6451-4ce4-9873-ec873b397ed9,4fd3ad1d-a9dc-47cb-b78b-c78dc1de2d2e,Purchase,CReditPAY,Madhyamgram,Manipur,191.81.234.222,Pending,Android,5,Utilities,Online,-72.87,1,17.19,0
T00000470,05/04/24,11:04:05 AM,fd5ced8a-2982-4e6a-a78b-e7c1cfdcbab9,a0912603-2fb1-4c9d-86da-3854e3a46f3a,cd81201f-445e-4bc6-bd6c-a877d2832814,Purchase,Gamma Bank,Dehri,Uttarakhand,60.90.241.130,Pending,Android,1,Brand Vouchers and OTT,In-store,-64.57,28,19.21,0
T00031384,06/03/24,9:10:32 AM,462e14d5-eb91-48c0-a579-b3752070f4e8,ef6262b2-a235-48a1-bbb5-609a0ba5da82,f74587fc-985a-44ae-b1d5-8cd41df4b361,Investment,UPI Pay,Pimpri-Chinchwad,Gujarat,141.172.113.183,Completed,Windows,0,Other,In-store,11.25,27,48,0
T00005461,03/06/23,6:06:45 AM,c5df7942-3c6b-45a3-bcec-9115b31b9757,ee7634c1-62ae-461c-ba67-5ba71db72e83,b1953634-30ce-4667-99d3-f29797d6d9a0,Investment,Gamma Bank,Saharanpur,Madhya Pradesh,61.195.227.138,Pending,iOS,1,Brand Vouchers and OTT,Mobile,-62.93,18,28.24,0
T00019630,12/11/23,8:17:06 AM,1c3ee8d8-ef91-487d-b553-80a5b6316ae8,42e299aa-627a-4b2d-9b2a-e7558d5dc5e7,8dd0ba5d-0e8f-4700-91d9-eaa6db1a41be,Bank Transfer,Other,Jaipur,Jharkhand,100.226.119.137,Failed,Windows,2,Purchases,Online,-6.67,12,24.35,0
T00038040,16/10/23,1:57:13 AM,1e08bce2-3b07-4e39-8b05-e6939292065b,8f7da2d4-65ce-40e5-ac77-7af824d4e47d,0d10c63c-8af9-4601-95b5-3d2fefc137c1,Subscription,CReditPAY,Bhilai,Karnataka,57.20.69.227,Pending,Android,3,Brand Vouchers and OTT,Online,-75.53,21,39.1,0
T00000892,25/07/23,6:52:06 AM,0a12ef67-3624-4ff8-a967-2b53afd8c39c,c798f767-6071-4d1f-8b90-f07513a62569,6deab8ab-7647-4ced-96dd-49aec1aeace2,Bank Transfer,Alpha Bank,Khandwa,Odisha,53.81.10.165,Failed,iOS,2,Other,Online,-35.42,1,10.31,0
T00003674,05/03/24,12:41:46 PM,d69a1536-356a-4f42-af55-fea833986641,e404459c-89d6-4fc9-ae79-c48f2d46557e,3ea9da8b-cda3-4e51-bb59-d9225a73fccd,Bill Payment,Other,Narasaraopet,Meghalaya,31.143.139.138,Failed,Android,2,More Services,In-store,44.83,29,54.91,0
T00019303,30/03/24,7:00:09 AM,8a4ed3c6-f68b-48de-8815-70707b2600cb,311a5ee5-a148-44fe-8248-bb291bdd45b4,73a1ee72-655c-418d-a85b-25c0b9606438,Refund,Other,Bettiah,Gujarat,182.110.212.46,Completed,Android,2,More Services,In-store,-99.47,8,38.86,0
T00045845,29/12/23,6:48:51 AM,faf6ccf5-4547-48a5-b1fa-1db169b1118f,aac467d1-39a3-44dc-8a0c-913d59ac8dec,ae0741c7-e59c-4d7c-98d4-6355ea45ca2d,Bank Transfer,Alpha Bank,Phusro,Punjab,106.115.31.49,Completed,Windows,2,Investment,In-store,68.27,26,25.93,0
T00014092,10/12/23,6:38:31 AM,2e45c866-963d-458c-92bb-a7d4fa1835df,535dd92c-f1b7-473c-8096-a2936e940bf7,2a93f16d-0d39-48ff-9830-dcff4b21a0fc,Investment,Sigma Bank,Mysore,Nagaland,184.57.26.138,Completed,Windows,1,Investment,Online,-84.31,22,58.49,0
T00045974,24/01/24,6:24:09 AM,52c4cc90-ca05-4be9-b566-5e68c8145b3e,58d57f6e-380c-4a91-b1f8-2932ae51f23d,99f5d515-ed9d-47a4-894d-635ae19565b1,Bank Transfer,Sigma Bank,Panipat,Telangana,64.150.7.96,Failed,Windows,3,More Services,Mobile,-41.93,28,48.16,0
T00007099,23/01/24,6:53:49 AM,a7fa2804-1dca-46af-8673-9b58fc4f2d5d,9f92bfdf-5abb-421e-ae38-8eace9982931,f0bc616f-3c1d-4f20-9d01-1a1f32c8b91b,Refund,Dummy Bank,Tenali,Goa,204.129.219.119,Completed,MacOS,3,Brand Vouchers and OTT,Online,-38.12,24,5.8,0
T00004810,02/10/23,4:22:10 AM,521b57a5-4020-44a9-8b79-21e24818feba,d78009f0-efb2-48cb-a5a5-abf79ace9f51,304c6f94-f5d3-499c-87ac-cd20f2560ed4,Refund,SamplePay,Anand,Nagaland,171.156.31.25,Failed,Android,2,Purchases,Mobile,17.17,15,16.9,0
T00020114,23/02/24,4:13:10 AM,04ef6564-e88f-4249-bd15-39b4ab16bba5,5955dad4-c66a-4a5a-afb9-c35b16e2b7a0,5c8bd53d-6fa9-4a58-bcdf-e3e3a1473044,Subscription,Alpha Bank,Phusro,Rajasthan,144.5.93.70,Completed,MacOS,3,Brand Vouchers and OTT,In-store,70.2,28,35.81,0
T00029411,17/03/24,3:18:05 AM,30b2661c-bff0-4726-864d-dbd4c82692e5,ecd5362b-ae28-4a07-b58c-d7a2ea2ff557,0484b927-a4ef-41f9-925e-cccc3be3c944,Refund,SamplePay,Mango,Maharashtra,215.159.189.154,Completed,iOS,2,Utilities,Online,74.48,2,43.29,0
T00026139,16/11/23,5:06:30 AM,37575f30-eb69-4dc6-8528-84779bd23b6c,2d663c24-d2fe-41bf-bdc5-8995ea1996b8,edcc536e-6470-431a-b96c-482c5604beb1,Bill Payment,Alpha Bank,Sri Ganganagar,Jharkhand,151.169.51.120,Completed,Android,4,Home delivery,In-store,-59.83,18,7.37,0
T00012002,26/07/23,1:11:41 AM,03700c92-f20d-40be-969a-73dcbc2a1cfa,729424a5-a18a-429f-b737-76f2ec053979,f118b664-cac7-4e63-b1b9-907010019004,Bill Payment,CReditPAY,Panipat,Haryana,10.114.94.39,Failed,Android,0,More Services,In-store,-96.44,16,8.67,0
T00028830,04/06/23,9:41:18 AM,8abce10e-eb38-4258-be44-918d2f74b079,22040f90-b78a-4515-bd18-a62ded9e16bf,1bde7665-a87f-41a4-bbe7-3cb3f91437cd,Bill Payment,CReditPAY,Sambalpur,Bihar,184.74.200.254,Failed,MacOS,2,Home delivery,Online,79.85,27,21.88,0
T00046006,27/04/23,1:30:57 AM,829d835b-f9b4-4b80-b72d-43a6cde18587,461cb491-3ae9-4498-993d-f724ae8cf2e0,d0e89bd1-1ce3-40ec-903e-c42125a0684d,Bank Transfer,CReditPAY,Nagpur,Mizoram,153.133.231.60,Pending,MacOS,2,Utilities,Online,69.86,26,6.79,0
T00044506,07/01/24,11:32:09 AM,b7d3a73e-9595-4c1b-9ebc-060eeeef2cac,8edfdcf3-d0f7-4729-8b19-bb397c5a137a,261410c2-a157-4a6d-b544-d43c6504ea64,Subscription,Gamma Bank,Nandyal,Haryana,67.53.4.226,Completed,Android,2,Other,Mobile,-69.95,4,57.83,0
T00029565,06/12/23,12:16:10 PM,17ea20eb-fcdd-4081-9fee-e7d1613cadba,32df6abe-14ab-447e-9b1c-04fcc5b557e4,e760b43f-29ad-4f68-93f4-6c5f65fb8d7e,Subscription,Sigma Bank,Ulhasnagar,Haryana,199.204.65.197,Pending,iOS,1,Other,Online,-43.72,8,6.45,0
T00022839,21/10/23,11:40:32 AM,948e826a-1dba-45d6-af4f-b5fc81a07af0,87d8b444-9e91-48b1-b09c-761bed3c3001,55fdf465-03b9-4355-afdf-e07358e5a40c,Bill Payment,UPI Pay,Tadepalligudem,Gujarat,80.134.13.71,Completed,Windows,4,Purchases,Online,-2.96,6,29.77,0
T00011616,27/12/23,10:28:24 AM,60c4edb4-29d2-4e1b-aa32-ca73fa008a2f,78e2f2ae-53e2-416c-a142-ac43444bfce2,4dba1527-929f-4da5-b76b-e98222cbffdd,Refund,Alpha Bank,Bhavnagar,Manipur,99.218.13.33,Pending,MacOS,1,Investment,Online,76.2,13,120.76,0
T00004401,12/10/23,10:46:55 AM,15b13ee7-fd3e-4b0d-9697-6267b5a7fee7,53220467-49a5-410d-9d32-3da2de993d89,37c3e965-880d-4b83-b3a5-33e833fb329f,Other,Other,Pallavaram,Odisha,154.129.122.201,Completed,iOS,2,Home delivery,In-store,-70.66,16,12.52,0
T00000202,12/03/24,5:16:09 AM,4fa282e6-1559-4e12-bb2e-cb75751348e2,74cc49fe-5096-4fc0-bdc3-4cfb74072c75,2fb11bfd-6adf-438d-a9a1-0ff200ad318d,Bank Transfer,Gamma Bank,Suryapet,Gujarat,201.120.209.67,Failed,iOS,20,Travel bookings,Online,14.28,6,20.96,0
T00007090,03/03/24,11:57:34 AM,216bdf39-4e02-4657-9fe4-3bdcc17af4bd,3bf04e31-f409-47e6-9109-96405a9cf4cd,1550a411-5ef0-4726-8e5d-4212b6135547,Bill Payment,UPI Pay,Chennai,Madhya Pradesh,41.222.88.194,Failed,Windows,1,Financial services and Taxes,In-store,44.42,12,26.8,0
T00021736,05/06/23,9:33:08 AM,f0eaf355-eeed-4bd6-a70b-d0c022e1b051,8de72103-6e61-4ca1-bf4c-62be7dc66a96,1b356ef6-f8b1-486b-986a-1a7f86dc91b2,Bill Payment,SamplePay,Jamalpur,Kerala,63.74.43.172,Completed,Android,2,Travel bookings,Mobile,53.89,23,75.21,0
T00024237,04/03/24,1:23:15 AM,bd104148-6ee4-4725-b8cb-fda1097dd37a,c867a752-1b83-4504-a205-7fca9dcfc5f4,9c3b36dd-d503-4cf9-91c5-b1e563f39e4b,Bill Payment,Gamma Bank,Salem,Chhattisgarh,217.85.236.86,Failed,iOS,2,Other,Online,-29.35,21,31.66,0
T00022468,16/11/23,10:10:26 AM,9b2705b7-77a4-46e5-b7fd-cf699670b8fb,68f65961-b97f-47a5-aa89-82a4118685d7,b5c1d0a9-f2ac-434f-a402-2d1262ce5326,Bill Payment,SamplePay,Gandhidham,Sikkim,55.157.189.162,Completed,Windows,3,Donations and Devotion,Online,-48.63,14,18.27,0
T00031356,25/03/24,2:47:56 AM,261c0f29-d4c0-4587-b4c0-ae9a7e6f9582,7c936c15-9cc7-4222-b008-a11f38484837,332695f8-30fe-4db5-81e0-58f5de7e2b26,Refund,Gamma Bank,Jaipur,Goa,122.28.232.87,Completed,Android,2,Brand Vouchers and OTT,In-store,21.26,10,44.13,0
T00004601,27/09/23,10:45:58 AM,f8b3edc5-32bb-4241-9c1a-98522b046e7a,a9dd5650-79dc-4621-86ce-26fbd065e1fb,c5084fc3-f8fa-473e-b6c6-ff4b8b1d4b6a,Refund,Gamma Bank,Gorakhpur,West Bengal,68.239.201.208,Pending,Android,2,Financial services and Taxes,Mobile,5.4,7,3.82,0
T00007462,20/12/23,2:46:02 AM,991fa9c2-a1d0-40ba-9ab9-a46822aa0b8a,0e5c5e2e-692b-4dd3-a3b1-36fea136bcea,f85dd0d0-a6cc-476c-b738-1ce1169ff447,Bill Payment,Other,Kulti,West Bengal,26.1.149.19,Failed,Windows,2,Investment,Mobile,56.54,28,11.99,0
T00029398,27/01/24,7:50:37 AM,dc4ac6cd-f5ce-42f9-a2aa-95d0e51cc8fe,d55283d4-f0a2-4272-9c9b-d695eed350ab,70a52545-d874-4ec2-a672-b17b66f5a123,Refund,Alpha Bank,Faridabad,Telangana,28.117.238.202,Failed,Android,4,Home delivery,Mobile,95.39,17,71.55,0
T00016026,27/07/23,9:52:16 AM,068d1f9b-719f-4a8d-9ebd-cbd0a4fda37d,3410c200-70f4-439f-b156-4466543a5b0f,4bb27840-726b-460b-a51e-f70e4aa59db9,Bank Transfer,CReditPAY,Jalgaon,Assam,190.52.123.103,Pending,Windows,2,Home delivery,Online,65.28,21,43.9,0
T00044494,10/11/23,6:32:10 AM,b1b0b93d-6b43-4e95-bbb6-e1421e344a3d,2ca72fd5-55ca-4df3-8101-b294e04b55a7,eec9f6bb-d55f-4289-a305-2a24e220ffc7,Bill Payment,CReditPAY,Lucknow,Uttarakhand,115.31.109.95,Pending,MacOS,1,Travel bookings,In-store,-4.17,19,1.41,0
T00038243,20/01/24,12:25:32 PM,d29e4055-ce9d-4852-8d94-54d4ba7e4356,ea23c75b-96a0-40a5-8fdf-0f3d042402d6,340c60de-7cee-4558-bc06-1a0b6b6a8f80,Other,SamplePay,Nadiad,Chhattisgarh,165.83.253.242,Pending,Android,4,Other,In-store,67.4,10,13.06,0
T00014512,14/02/24,5:34:37 AM,f22cae3d-6a73-4ade-832a-84fa2ae9442d,f37be494-0eff-431c-a70c-43e8e696857b,a6db6529-31e3-4838-9064-c7f499a151c1,Bill Payment,Alpha Bank,Bally,Jharkhand,74.201.66.23,Failed,iOS,1,Other,Online,36.39,16,12.95,0
T00015705,04/07/23,10:44:39 AM,e8d1b3d6-a17e-4ef7-bc7b-fc9ff443944d,5929c73f-dc25-4ad9-a510-f22f8f83966b,8f66a0d1-a7c5-480d-9841-2c5b0f1fe421,Purchase,Gamma Bank,Bardhaman,West Bengal,52.33.141.9,Failed,MacOS,3,More Services,Mobile,-29.45,10,12.29,0
T00029063,30/11/23,3:59:52 AM,2305a44d-bdb5-4369-ad88-2684cafb7b71,0dd41ac8-0f50-4851-96c0-28be357e2efc,0defac63-fe19-42ec-9518-e293360b96e9,Investment,Bank of Data,Thanjavur,Uttarakhand,168.49.108.33,Completed,Android,2,Brand Vouchers and OTT,Mobile,32.96,23,17.39,0
T00045749,13/01/24,12:05:51 PM,e5d2680e-6c2b-40cf-8957-ce24f2b8624c,d6387377-8e8f-454b-b0c2-5b502f943fc3,b86ed144-a25e-4f48-9aaa-28c7b5d5a3cf,Bill Payment,SamplePay,Rajkot,Goa,63.33.32.37,Completed,Windows,4,Home delivery,Mobile,-48.69,20,22.68,0
T00031333,07/05/23,5:57:47 AM,a8da6cc1-6383-42c8-b185-71356d6fdd26,8b49149d-dfcd-4f7a-bc5b-bace37e05b17,a660f4a1-0abc-4945-bdc4-2dd47b0d6832,Bill Payment,Bank of Data,Ambattur,Chhattisgarh,34.25.199.222,Failed,Windows,1,Home delivery,Online,-33.23,19,46.12,0
T00028949,20/08/23,12:27:52 PM,01461943-bbcc-4492-91e7-0e85270f27ce,0e54b415-d31c-414f-974e-29b00c92455b,6f6aaa56-b829-4676-946d-325930795657,Bill Payment,Gamma Bank,Dibrugarh,Nagaland,105.240.168.41,Completed,iOS,4,Brand Vouchers and OTT,Mobile,73.12,17,4.87,0
T00035770,29/05/23,7:32:47 AM,cc21c587-2fa9-435f-bb4a-c9b8154f0f44,35a880cb-a7a6-45f0-a1a4-720948d41c40,66f498b4-d744-4fdd-b0dc-91b1c81f0c94,Bank Transfer,Alpha Bank,Munger,Mizoram,118.133.202.130,Completed,MacOS,20,Home delivery,In-store,25.71,26,0.7,0
T00049213,30/08/23,10:32:47 AM,c6fc1ff7-7cd8-4aab-bdad-13b69a219303,326f0163-21d6-4bd1-bee3-abcb11fe0e7f,9b66fc2c-61e3-4cd5-94f6-33add78406f1,Bill Payment,Dummy Bank,Kirari Suleman Nagar,Jharkhand,135.150.246.162,Failed,Windows,2,Donations and Devotion,In-store,79.68,27,76.83,0
T00009279,12/02/24,11:42:19 AM,5de383fd-59b5-4626-b826-0ac3b27dda49,93cbfd8b-5422-4cb4-afd7-5f6ba2a6fa70,db53f0be-6755-4884-84d3-7e55813ad8a1,Bill Payment,Dummy Bank,Rajkot,Punjab,104.121.21.161,Pending,Windows,20,Travel bookings,Mobile,-47.06,8,16.64,0
T00027405,29/08/23,12:29:04 PM,4208d4e1-0df7-48f2-b616-73d2c42b3d24,26401747-1791-4be1-86dd-709bb335a4f7,3eeed0d9-3265-48f9-8cab-2b6bf48f4095,Investment,Dummy Bank,Bangalore,Mizoram,156.52.216.156,Completed,MacOS,2,Financial services and Taxes,Online,-14.1,5,44.33,0
T00019623,09/04/24,1:57:06 AM,81c2c82f-14a3-4525-9260-3ba70edf4a70,cbadb5e9-cba2-47e6-ad0a-d93115fbfc91,eed3c44b-a126-473c-b31e-4a3942eb9748,Bank Transfer,UPI Pay,Anantapuram,Manipur,178.216.133.124,Completed,Windows,4,Utilities,Online,99.25,10,38.33,0
T00020466,02/08/23,9:44:10 AM,4919220f-4973-43bd-b8d9-c20aeb36e7ae,0d0dec8d-4b37-4e99-8079-5c41e6b5513f,fe7b866c-1c6d-41c3-85e6-4f9ca8a82b1e,Investment,Gamma Bank,Vijayanagaram,Meghalaya,122.72.247.200,Failed,MacOS,2,Travel bookings,Mobile,43.48,16,10.3,0
T00049166,22/07/23,5:17:18 AM,e642fdff-f315-41ad-8f5b-9cefa8993652,2cdcba42-db2e-4fc1-9046-e2b898973a29,9aa4437f-e39e-45ba-abf5-35d8930d4399,Investment,Sigma Bank,Giridih,Bihar,185.61.19.176,Failed,MacOS,1,Financial services and Taxes,In-store,-96.59,7,46.97,0
T00000005,18/08/23,12:16:28 PM,df1c84af-fa42-4ce7-99ea-5a9fd657361e,4c2613de-9129-4ab2-a2b4-dd6e008a487d,10dfb43d-6fb5-4e9f-9159-ffaf691b67c5,Other,Bank of Data,Machilipatnam,West Bengal,20.34.147.155,Failed,Windows,2,Other,Online,36.14,5,35.72,0
T00029125,08/04/24,10:04:22 AM,b59b6496-bc95-4d3e-ac96-cdb9293f4633,3abd851e-b029-48a1-93df-4c55cdb40aa9,7424949b-2d92-4977-a847-b18113589456,Subscription,Gamma Bank,Bathinda,Odisha,103.50.104.224,Completed,MacOS,1,More Services,In-store,41.45,25,83.02,0
T00045426,06/03/24,7:46:54 AM,2e944a3e-933c-4305-ac77-46b0cd8994a1,24cb5cd1-9e1f-4be0-90ae-4d2ee16f829b,ea524365-7b01-4eb6-a94a-10ce8fd81e62,Refund,Bank of Data,Tezpur,Gujarat,145.68.189.191,Pending,MacOS,10,Purchases,In-store,60.8,9,34.17,0
